state,gender,year,name,occurrences
AK,F,2012,Charlie,9
AK,F,2014,Charlie,6
AK,F,2015,Charlie,6
AK,F,2016,Charlie,9
AK,F,2017,Charlie,7
AK,F,2018,Charlie,9
AK,F,2019,Charlie,9
AK,F,2020,Charlie,5
AK,F,2021,Charlie,12
AK,F,2022,Charlie,12
AK,F,2022,Oakley,5
AK,M,1925,Charlie,7
AK,M,1932,Charlie,6
AK,M,1941,Charlie,6
AK,M,1943,Charlie,9
AK,M,1951,Charlie,7
AK,M,1952,Charlie,8
AK,M,1953,Charlie,8
AK,M,1955,Charlie,7
AK,M,1957,Charlie,6
AK,M,1958,Charlie,8
AK,M,1961,Charlie,7
AK,M,1962,Charlie,11
AK,M,1963,Charlie,6
AK,M,1966,Charlie,6
AK,M,1973,Charlie,8
AK,M,1976,Charlie,5
AK,M,1980,Charlie,7
AK,M,1981,Charlie,5
AK,M,1985,Charlie,5
AK,M,1988,Charlie,8
AK,M,1989,Charlie,5
AK,M,1996,Charlie,6
AK,M,1998,Charlie,5
AK,M,2005,Charlie,5
AK,M,2008,Charlie,8
AK,M,2009,Charlie,5
AK,M,2010,Charlie,7
AK,M,2011,Charlie,9
AK,M,2012,Charlie,8
AK,M,2013,Charlie,10
AK,M,2014,Charlie,9
AK,M,2015,Charlie,7
AK,M,2016,Charlie,5
AK,M,2017,Charlie,6
AK,M,2018,Charlie,9
AK,M,2019,Charlie,6
AK,M,2021,Charlie,7
AK,M,2022,Charlie,9
AL,F,1910,Charlie,7
AL,F,1911,Charlie,6
AL,F,1912,Charlie,9
AL,F,1913,Charlie,9
AL,F,1914,Charlie,17
AL,F,1915,Charlie,20
AL,F,1916,Charlie,16
AL,F,1917,Charlie,27
AL,F,1918,Charlie,17
AL,F,1919,Charlie,13
AL,F,1920,Charlie,25
AL,F,1921,Charlie,19
AL,F,1922,Charlie,16
AL,F,1923,Charlie,15
AL,F,1924,Charlie,21
AL,F,1925,Charlie,14
AL,F,1926,Charlie,27
AL,F,1927,Charlie,28
AL,F,1928,Charlie,25
AL,F,1929,Charlie,28
AL,F,1930,Charlie,27
AL,F,1931,Charlie,28
AL,F,1932,Charlie,24
AL,F,1933,Charlie,30
AL,F,1934,Charlie,13
AL,F,1935,Charlie,22
AL,F,1936,Charlie,25
AL,F,1937,Charlie,25
AL,F,1938,Charlie,16
AL,F,1939,Charlie,21
AL,F,1940,Charlie,23
AL,F,1941,Charlie,18
AL,F,1942,Charlie,21
AL,F,1943,Charlie,23
AL,F,1944,Charlie,13
AL,F,1945,Charlie,15
AL,F,1946,Charlie,17
AL,F,1947,Charlie,21
AL,F,1948,Charlie,13
AL,F,1949,Charlie,10
AL,F,1950,Charlie,21
AL,F,1951,Charlie,19
AL,F,1952,Charlie,11
AL,F,1953,Charlie,13
AL,F,1954,Charlie,6
AL,F,1955,Charlie,6
AL,F,1956,Charlie,12
AL,F,1957,Charlie,7
AL,F,1958,Charlie,9
AL,F,1959,Charlie,10
AL,F,1961,Charlie,7
AL,F,2000,Charlie,5
AL,F,2001,Charlie,5
AL,F,2004,Charlie,7
AL,F,2005,Charlie,6
AL,F,2007,Charlie,7
AL,F,2008,Charlie,6
AL,F,2009,Charlie,7
AL,F,2010,Charlie,11
AL,F,2011,Charlie,11
AL,F,2012,Charlie,13
AL,F,2012,Oakley,6
AL,F,2013,Charlie,24
AL,F,2014,Charlie,32
AL,F,2014,Oakley,7
AL,F,2015,Charlie,35
AL,F,2015,Oakley,7
AL,F,2016,Charlie,32
AL,F,2016,Oakley,9
AL,F,2017,Charlie,39
AL,F,2017,Oakley,8
AL,F,2018,Charlie,26
AL,F,2018,Oakley,19
AL,F,2019,Charlie,45
AL,F,2019,Oakley,15
AL,F,2020,Charlie,58
AL,F,2020,Oakley,18
AL,F,2021,Charlie,52
AL,F,2021,Oakley,36
AL,F,2022,Charlie,53
AL,F,2022,Oakley,39
AL,M,1910,Charlie,113
AL,M,1911,Charlie,104
AL,M,1912,Charlie,130
AL,M,1913,Charlie,167
AL,M,1914,Charlie,158
AL,M,1915,Charlie,213
AL,M,1916,Charlie,221
AL,M,1917,Charlie,240
AL,M,1918,Charlie,239
AL,M,1919,Charlie,244
AL,M,1920,Charlie,278
AL,M,1921,Charlie,229
AL,M,1922,Charlie,283
AL,M,1923,Charlie,244
AL,M,1924,Charlie,256
AL,M,1925,Charlie,263
AL,M,1926,Charlie,270
AL,M,1927,Charlie,274
AL,M,1928,Charlie,240
AL,M,1929,Charlie,234
AL,M,1930,Charlie,230
AL,M,1931,Charlie,214
AL,M,1932,Charlie,229
AL,M,1933,Charlie,209
AL,M,1934,Charlie,190
AL,M,1935,Charlie,186
AL,M,1936,Charlie,198
AL,M,1937,Charlie,203
AL,M,1938,Charlie,194
AL,M,1939,Charlie,205
AL,M,1940,Charlie,189
AL,M,1941,Charlie,203
AL,M,1942,Charlie,189
AL,M,1943,Charlie,186
AL,M,1944,Charlie,235
AL,M,1945,Charlie,190
AL,M,1946,Charlie,201
AL,M,1947,Charlie,203
AL,M,1948,Charlie,206
AL,M,1949,Charlie,178
AL,M,1950,Charlie,159
AL,M,1951,Charlie,183
AL,M,1952,Charlie,159
AL,M,1953,Charlie,152
AL,M,1954,Charlie,133
AL,M,1955,Charlie,145
AL,M,1956,Charlie,106
AL,M,1957,Charlie,116
AL,M,1958,Charlie,99
AL,M,1959,Charlie,92
AL,M,1960,Charlie,86
AL,M,1961,Charlie,74
AL,M,1962,Charlie,85
AL,M,1963,Charlie,57
AL,M,1964,Charlie,69
AL,M,1965,Charlie,70
AL,M,1966,Charlie,46
AL,M,1967,Charlie,41
AL,M,1968,Charlie,44
AL,M,1969,Charlie,37
AL,M,1970,Charlie,49
AL,M,1971,Charlie,36
AL,M,1972,Charlie,34
AL,M,1973,Charlie,35
AL,M,1974,Charlie,37
AL,M,1975,Charlie,28
AL,M,1976,Charlie,19
AL,M,1977,Charlie,22
AL,M,1978,Charlie,29
AL,M,1979,Charlie,30
AL,M,1980,Charlie,31
AL,M,1981,Charlie,24
AL,M,1982,Charlie,19
AL,M,1983,Charlie,8
AL,M,1984,Charlie,16
AL,M,1985,Charlie,20
AL,M,1986,Charlie,13
AL,M,1987,Charlie,20
AL,M,1988,Charlie,19
AL,M,1989,Charlie,13
AL,M,1990,Charlie,19
AL,M,1991,Charlie,19
AL,M,1992,Charlie,17
AL,M,1993,Charlie,16
AL,M,1994,Charlie,12
AL,M,1995,Charlie,18
AL,M,1996,Charlie,11
AL,M,1997,Charlie,7
AL,M,1998,Charlie,12
AL,M,1999,Charlie,13
AL,M,2000,Charlie,5
AL,M,2001,Charlie,15
AL,M,2002,Charlie,13
AL,M,2003,Charlie,13
AL,M,2004,Charlie,17
AL,M,2005,Charlie,19
AL,M,2006,Charlie,12
AL,M,2007,Charlie,16
AL,M,2008,Charlie,20
AL,M,2009,Charlie,17
AL,M,2010,Charlie,16
AL,M,2011,Charlie,27
AL,M,2012,Charlie,20
AL,M,2013,Charlie,21
AL,M,2013,Oakley,10
AL,M,2014,Charlie,27
AL,M,2014,Oakley,11
AL,M,2015,Charlie,39
AL,M,2015,Oakley,12
AL,M,2016,Charlie,31
AL,M,2016,Oakley,9
AL,M,2017,Charlie,30
AL,M,2017,Oakley,8
AL,M,2018,Charlie,39
AL,M,2018,Oakley,17
AL,M,2019,Charlie,34
AL,M,2019,Oakley,15
AL,M,2020,Charlie,28
AL,M,2020,Oakley,11
AL,M,2021,Charlie,38
AL,M,2021,Oakley,12
AL,M,2022,Charlie,43
AL,M,2022,Oakley,8
AR,F,1910,Charlie,5
AR,F,1913,Charlie,7
AR,F,1914,Charlie,14
AR,F,1915,Charlie,7
AR,F,1916,Charlie,6
AR,F,1917,Charlie,8
AR,F,1918,Charlie,11
AR,F,1919,Charlie,15
AR,F,1920,Charlie,12
AR,F,1921,Charlie,6
AR,F,1922,Charlie,10
AR,F,1923,Charlie,14
AR,F,1924,Charlie,9
AR,F,1925,Charlie,13
AR,F,1926,Charlie,16
AR,F,1927,Charlie,11
AR,F,1928,Charlie,8
AR,F,1929,Charlie,15
AR,F,1930,Charlie,8
AR,F,1931,Charlie,15
AR,F,1932,Charlie,9
AR,F,1933,Charlie,11
AR,F,1934,Charlie,10
AR,F,1935,Charlie,5
AR,F,1936,Charlie,7
AR,F,1937,Charlie,12
AR,F,1938,Charlie,7
AR,F,1940,Charlie,6
AR,F,1942,Charlie,6
AR,F,1944,Charlie,8
AR,F,1946,Charlie,8
AR,F,1948,Charlie,7
AR,F,1949,Charlie,5
AR,F,1950,Charlie,5
AR,F,1952,Charlie,5
AR,F,1953,Charlie,5
AR,F,1990,Charlie,9
AR,F,1994,Charlie,6
AR,F,2003,Charlie,6
AR,F,2006,Charlie,8
AR,F,2008,Charlie,12
AR,F,2010,Charlie,10
AR,F,2011,Charlie,12
AR,F,2012,Charlie,15
AR,F,2013,Charlie,23
AR,F,2013,Oakley,5
AR,F,2014,Charlie,17
AR,F,2014,Oakley,9
AR,F,2015,Charlie,17
AR,F,2015,Oakley,8
AR,F,2016,Charlie,20
AR,F,2016,Oakley,10
AR,F,2017,Oakley,20
AR,F,2017,Charlie,19
AR,F,2018,Charlie,21
AR,F,2018,Oakley,13
AR,F,2019,Charlie,24
AR,F,2019,Oakley,23
AR,F,2020,Charlie,34
AR,F,2020,Oakley,24
AR,F,2021,Oakley,34
AR,F,2021,Charlie,23
AR,F,2022,Oakley,50
AR,F,2022,Charlie,30
AR,M,1910,Charlie,49
AR,M,1911,Charlie,28
AR,M,1912,Charlie,43
AR,M,1913,Charlie,63
AR,M,1914,Charlie,40
AR,M,1915,Charlie,70
AR,M,1916,Charlie,87
AR,M,1917,Charlie,95
AR,M,1918,Charlie,92
AR,M,1919,Charlie,105
AR,M,1920,Charlie,84
AR,M,1921,Charlie,100
AR,M,1922,Charlie,83
AR,M,1923,Charlie,97
AR,M,1924,Charlie,91
AR,M,1925,Charlie,79
AR,M,1926,Charlie,84
AR,M,1927,Charlie,106
AR,M,1928,Charlie,72
AR,M,1929,Charlie,67
AR,M,1930,Charlie,70
AR,M,1931,Charlie,55
AR,M,1932,Charlie,63
AR,M,1933,Charlie,56
AR,M,1934,Charlie,60
AR,M,1935,Charlie,69
AR,M,1936,Charlie,58
AR,M,1937,Charlie,58
AR,M,1938,Charlie,50
AR,M,1939,Charlie,41
AR,M,1940,Charlie,59
AR,M,1941,Charlie,63
AR,M,1942,Charlie,60
AR,M,1943,Charlie,64
AR,M,1944,Charlie,50
AR,M,1945,Charlie,47
AR,M,1946,Charlie,53
AR,M,1947,Charlie,53
AR,M,1948,Charlie,47
AR,M,1949,Charlie,50
AR,M,1950,Charlie,42
AR,M,1951,Charlie,47
AR,M,1952,Charlie,42
AR,M,1953,Charlie,46
AR,M,1954,Charlie,20
AR,M,1955,Charlie,22
AR,M,1956,Charlie,32
AR,M,1957,Charlie,29
AR,M,1958,Charlie,34
AR,M,1959,Charlie,28
AR,M,1960,Charlie,23
AR,M,1961,Charlie,16
AR,M,1962,Charlie,14
AR,M,1963,Charlie,28
AR,M,1964,Charlie,24
AR,M,1965,Charlie,23
AR,M,1966,Charlie,20
AR,M,1967,Charlie,12
AR,M,1968,Charlie,17
AR,M,1969,Charlie,14
AR,M,1970,Charlie,8
AR,M,1971,Charlie,9
AR,M,1972,Charlie,16
AR,M,1973,Charlie,9
AR,M,1974,Charlie,7
AR,M,1975,Charlie,5
AR,M,1976,Charlie,7
AR,M,1977,Charlie,12
AR,M,1978,Charlie,8
AR,M,1979,Charlie,11
AR,M,1980,Charlie,21
AR,M,1982,Charlie,5
AR,M,1983,Charlie,10
AR,M,1984,Charlie,8
AR,M,1985,Charlie,10
AR,M,1986,Charlie,8
AR,M,1987,Charlie,11
AR,M,1989,Charlie,7
AR,M,1990,Charlie,5
AR,M,1991,Charlie,6
AR,M,1993,Charlie,5
AR,M,1994,Charlie,5
AR,M,1995,Charlie,6
AR,M,2002,Charlie,12
AR,M,2003,Charlie,6
AR,M,2004,Charlie,9
AR,M,2005,Charlie,5
AR,M,2006,Charlie,11
AR,M,2008,Charlie,12
AR,M,2009,Charlie,10
AR,M,2010,Charlie,12
AR,M,2011,Charlie,18
AR,M,2011,Oakley,5
AR,M,2012,Charlie,24
AR,M,2012,Oakley,5
AR,M,2013,Charlie,7
AR,M,2014,Charlie,23
AR,M,2014,Oakley,6
AR,M,2015,Charlie,15
AR,M,2015,Oakley,5
AR,M,2016,Charlie,19
AR,M,2016,Oakley,5
AR,M,2017,Charlie,18
AR,M,2017,Oakley,8
AR,M,2018,Charlie,12
AR,M,2018,Oakley,11
AR,M,2019,Charlie,15
AR,M,2019,Oakley,12
AR,M,2020,Oakley,15
AR,M,2020,Charlie,11
AR,M,2021,Charlie,18
AR,M,2021,Oakley,10
AR,M,2022,Charlie,14
AR,M,2022,Oakley,14
AZ,F,1994,Charlie,5
AZ,F,1996,Charlie,7
AZ,F,1997,Charlie,6
AZ,F,2001,Charlie,5
AZ,F,2005,Charlie,6
AZ,F,2006,Charlie,7
AZ,F,2007,Charlie,6
AZ,F,2007,Oakley,5
AZ,F,2008,Charlie,11
AZ,F,2009,Charlie,11
AZ,F,2010,Charlie,17
AZ,F,2011,Charlie,20
AZ,F,2012,Charlie,26
AZ,F,2013,Charlie,31
AZ,F,2013,Oakley,8
AZ,F,2014,Charlie,33
AZ,F,2014,Oakley,5
AZ,F,2015,Charlie,40
AZ,F,2016,Charlie,48
AZ,F,2016,Oakley,13
AZ,F,2017,Charlie,36
AZ,F,2017,Oakley,15
AZ,F,2018,Charlie,36
AZ,F,2018,Oakley,23
AZ,F,2019,Charlie,49
AZ,F,2019,Oakley,25
AZ,F,2020,Charlie,37
AZ,F,2020,Oakley,28
AZ,F,2021,Charlie,48
AZ,F,2021,Oakley,38
AZ,F,2022,Charlie,54
AZ,F,2022,Oakley,50
AZ,M,1912,Charlie,8
AZ,M,1914,Charlie,8
AZ,M,1915,Charlie,5
AZ,M,1916,Charlie,7
AZ,M,1917,Charlie,5
AZ,M,1918,Charlie,8
AZ,M,1919,Charlie,6
AZ,M,1920,Charlie,12
AZ,M,1921,Charlie,8
AZ,M,1922,Charlie,8
AZ,M,1923,Charlie,8
AZ,M,1924,Charlie,12
AZ,M,1925,Charlie,14
AZ,M,1926,Charlie,9
AZ,M,1927,Charlie,7
AZ,M,1928,Charlie,12
AZ,M,1929,Charlie,12
AZ,M,1930,Charlie,13
AZ,M,1931,Charlie,13
AZ,M,1932,Charlie,10
AZ,M,1933,Charlie,10
AZ,M,1934,Charlie,10
AZ,M,1935,Charlie,15
AZ,M,1936,Charlie,13
AZ,M,1937,Charlie,14
AZ,M,1938,Charlie,7
AZ,M,1939,Charlie,14
AZ,M,1940,Charlie,12
AZ,M,1942,Charlie,13
AZ,M,1943,Charlie,13
AZ,M,1944,Charlie,11
AZ,M,1945,Charlie,19
AZ,M,1946,Charlie,7
AZ,M,1947,Charlie,15
AZ,M,1948,Charlie,13
AZ,M,1949,Charlie,12
AZ,M,1950,Charlie,14
AZ,M,1951,Charlie,9
AZ,M,1952,Charlie,11
AZ,M,1953,Charlie,10
AZ,M,1954,Charlie,10
AZ,M,1955,Charlie,14
AZ,M,1956,Charlie,15
AZ,M,1957,Charlie,18
AZ,M,1958,Charlie,8
AZ,M,1959,Charlie,16
AZ,M,1960,Charlie,11
AZ,M,1961,Charlie,16
AZ,M,1962,Charlie,11
AZ,M,1963,Charlie,12
AZ,M,1964,Charlie,13
AZ,M,1965,Charlie,12
AZ,M,1966,Charlie,7
AZ,M,1968,Charlie,5
AZ,M,1969,Charlie,8
AZ,M,1970,Charlie,8
AZ,M,1971,Charlie,5
AZ,M,1972,Charlie,11
AZ,M,1975,Charlie,12
AZ,M,1976,Charlie,9
AZ,M,1978,Charlie,10
AZ,M,1979,Charlie,8
AZ,M,1981,Charlie,11
AZ,M,1983,Charlie,6
AZ,M,1984,Charlie,9
AZ,M,1985,Charlie,11
AZ,M,1987,Charlie,7
AZ,M,1989,Charlie,6
AZ,M,1990,Charlie,9
AZ,M,1991,Charlie,10
AZ,M,1992,Charlie,5
AZ,M,1993,Charlie,5
AZ,M,1994,Charlie,18
AZ,M,1996,Charlie,7
AZ,M,1997,Charlie,12
AZ,M,1998,Charlie,12
AZ,M,1999,Charlie,5
AZ,M,2000,Charlie,8
AZ,M,2001,Charlie,14
AZ,M,2002,Charlie,6
AZ,M,2003,Charlie,8
AZ,M,2004,Charlie,18
AZ,M,2005,Charlie,19
AZ,M,2006,Charlie,15
AZ,M,2007,Charlie,16
AZ,M,2008,Charlie,13
AZ,M,2009,Charlie,15
AZ,M,2010,Charlie,24
AZ,M,2011,Charlie,31
AZ,M,2012,Charlie,26
AZ,M,2012,Oakley,5
AZ,M,2013,Charlie,27
AZ,M,2014,Charlie,32
AZ,M,2014,Oakley,10
AZ,M,2015,Charlie,31
AZ,M,2015,Oakley,5
AZ,M,2016,Charlie,25
AZ,M,2016,Oakley,6
AZ,M,2017,Charlie,34
AZ,M,2017,Oakley,11
AZ,M,2018,Charlie,26
AZ,M,2018,Oakley,12
AZ,M,2019,Charlie,30
AZ,M,2019,Oakley,11
AZ,M,2020,Charlie,33
AZ,M,2020,Oakley,15
AZ,M,2021,Charlie,28
AZ,M,2021,Oakley,17
AZ,M,2022,Charlie,39
AZ,M,2022,Oakley,22
CA,F,1950,Charlie,6
CA,F,1976,Charlie,9
CA,F,1977,Charlie,9
CA,F,1979,Charlie,9
CA,F,1980,Charlie,11
CA,F,1981,Charlie,5
CA,F,1984,Charlie,6
CA,F,1985,Charlie,8
CA,F,1986,Charlie,10
CA,F,1987,Charlie,7
CA,F,1988,Charlie,5
CA,F,1989,Charlie,9
CA,F,1990,Charlie,10
CA,F,1991,Charlie,12
CA,F,1992,Charlie,10
CA,F,1993,Charlie,13
CA,F,1994,Charlie,7
CA,F,1995,Charlie,11
CA,F,1996,Charlie,9
CA,F,1997,Charlie,11
CA,F,1998,Charlie,11
CA,F,1999,Charlie,16
CA,F,2000,Charlie,18
CA,F,2001,Charlie,12
CA,F,2002,Charlie,19
CA,F,2003,Charlie,28
CA,F,2004,Charlie,38
CA,F,2005,Charlie,42
CA,F,2006,Charlie,36
CA,F,2007,Charlie,55
CA,F,2008,Charlie,55
CA,F,2009,Charlie,66
CA,F,2010,Charlie,98
CA,F,2011,Charlie,99
CA,F,2012,Charlie,110
CA,F,2013,Charlie,160
CA,F,2014,Charlie,146
CA,F,2014,Oakley,8
CA,F,2015,Charlie,164
CA,F,2015,Oakley,7
CA,F,2016,Charlie,198
CA,F,2016,Oakley,13
CA,F,2017,Charlie,185
CA,F,2017,Oakley,17
CA,F,2018,Charlie,169
CA,F,2018,Oakley,26
CA,F,2019,Charlie,196
CA,F,2019,Oakley,33
CA,F,2020,Charlie,217
CA,F,2020,Oakley,46
CA,F,2021,Charlie,216
CA,F,2021,Oakley,58
CA,F,2022,Charlie,207
CA,F,2022,Oakley,73
CA,M,1911,Charlie,7
CA,M,1912,Charlie,6
CA,M,1913,Charlie,8
CA,M,1914,Charlie,6
CA,M,1915,Charlie,14
CA,M,1916,Charlie,12
CA,M,1917,Charlie,12
CA,M,1918,Charlie,21
CA,M,1919,Charlie,14
CA,M,1920,Charlie,21
CA,M,1921,Charlie,18
CA,M,1922,Charlie,27
CA,M,1923,Charlie,24
CA,M,1923,Oakley,5
CA,M,1924,Charlie,22
CA,M,1925,Charlie,24
CA,M,1926,Charlie,28
CA,M,1927,Charlie,38
CA,M,1928,Charlie,21
CA,M,1929,Charlie,21
CA,M,1930,Charlie,28
CA,M,1931,Charlie,38
CA,M,1932,Charlie,27
CA,M,1933,Charlie,29
CA,M,1934,Charlie,21
CA,M,1935,Charlie,31
CA,M,1936,Charlie,28
CA,M,1937,Charlie,21
CA,M,1938,Charlie,27
CA,M,1939,Charlie,25
CA,M,1940,Charlie,24
CA,M,1941,Charlie,26
CA,M,1942,Charlie,37
CA,M,1943,Charlie,41
CA,M,1944,Charlie,43
CA,M,1945,Charlie,34
CA,M,1946,Charlie,40
CA,M,1947,Charlie,34
CA,M,1948,Charlie,41
CA,M,1949,Charlie,53
CA,M,1950,Charlie,28
CA,M,1951,Charlie,46
CA,M,1952,Charlie,39
CA,M,1953,Charlie,37
CA,M,1954,Charlie,41
CA,M,1955,Charlie,30
CA,M,1956,Charlie,60
CA,M,1957,Charlie,48
CA,M,1958,Charlie,63
CA,M,1959,Charlie,60
CA,M,1960,Charlie,87
CA,M,1961,Charlie,75
CA,M,1962,Charlie,78
CA,M,1963,Charlie,67
CA,M,1964,Charlie,58
CA,M,1965,Charlie,54
CA,M,1966,Charlie,47
CA,M,1967,Charlie,48
CA,M,1968,Charlie,41
CA,M,1969,Charlie,37
CA,M,1970,Charlie,42
CA,M,1971,Charlie,42
CA,M,1972,Charlie,40
CA,M,1973,Charlie,16
CA,M,1974,Charlie,37
CA,M,1975,Charlie,28
CA,M,1976,Charlie,36
CA,M,1977,Charlie,46
CA,M,1978,Charlie,56
CA,M,1979,Charlie,45
CA,M,1980,Charlie,40
CA,M,1981,Charlie,54
CA,M,1982,Charlie,50
CA,M,1983,Charlie,50
CA,M,1984,Charlie,74
CA,M,1985,Charlie,64
CA,M,1986,Charlie,74
CA,M,1987,Charlie,84
CA,M,1988,Charlie,82
CA,M,1989,Charlie,87
CA,M,1990,Charlie,97
CA,M,1991,Charlie,100
CA,M,1992,Charlie,100
CA,M,1993,Charlie,85
CA,M,1994,Charlie,82
CA,M,1995,Charlie,120
CA,M,1996,Charlie,95
CA,M,1997,Charlie,93
CA,M,1998,Charlie,108
CA,M,1999,Charlie,116
CA,M,2000,Charlie,107
CA,M,2001,Charlie,105
CA,M,2002,Charlie,117
CA,M,2003,Charlie,125
CA,M,2004,Charlie,128
CA,M,2005,Charlie,114
CA,M,2006,Charlie,121
CA,M,2007,Charlie,129
CA,M,2008,Charlie,123
CA,M,2009,Charlie,170
CA,M,2010,Charlie,202
CA,M,2011,Charlie,203
CA,M,2011,Oakley,11
CA,M,2012,Charlie,199
CA,M,2013,Charlie,224
CA,M,2013,Oakley,10
CA,M,2014,Charlie,187
CA,M,2014,Oakley,12
CA,M,2015,Charlie,177
CA,M,2015,Oakley,12
CA,M,2016,Charlie,178
CA,M,2016,Oakley,12
CA,M,2017,Charlie,191
CA,M,2017,Oakley,24
CA,M,2018,Charlie,171
CA,M,2018,Oakley,17
CA,M,2019,Charlie,193
CA,M,2019,Oakley,25
CA,M,2020,Charlie,176
CA,M,2020,Oakley,20
CA,M,2021,Charlie,206
CA,M,2021,Oakley,23
CA,M,2022,Charlie,184
CA,M,2022,Oakley,33
CO,F,2001,Charlie,6
CO,F,2002,Charlie,6
CO,F,2004,Charlie,9
CO,F,2006,Charlie,9
CO,F,2008,Charlie,9
CO,F,2009,Charlie,16
CO,F,2010,Charlie,14
CO,F,2011,Charlie,24
CO,F,2012,Charlie,33
CO,F,2012,Oakley,8
CO,F,2013,Charlie,35
CO,F,2013,Oakley,7
CO,F,2014,Charlie,34
CO,F,2014,Oakley,10
CO,F,2015,Charlie,35
CO,F,2015,Oakley,14
CO,F,2016,Charlie,36
CO,F,2016,Oakley,14
CO,F,2017,Charlie,44
CO,F,2017,Oakley,13
CO,F,2018,Charlie,47
CO,F,2018,Oakley,12
CO,F,2019,Charlie,62
CO,F,2019,Oakley,20
CO,F,2020,Charlie,57
CO,F,2020,Oakley,35
CO,F,2021,Charlie,48
CO,F,2021,Oakley,20
CO,F,2022,Charlie,59
CO,F,2022,Oakley,34
CO,M,1912,Charlie,5
CO,M,1914,Charlie,5
CO,M,1915,Charlie,9
CO,M,1916,Charlie,9
CO,M,1917,Charlie,10
CO,M,1919,Charlie,13
CO,M,1920,Charlie,8
CO,M,1921,Charlie,14
CO,M,1922,Charlie,7
CO,M,1924,Charlie,9
CO,M,1925,Charlie,8
CO,M,1926,Charlie,12
CO,M,1927,Charlie,14
CO,M,1928,Charlie,15
CO,M,1929,Charlie,12
CO,M,1930,Charlie,7
CO,M,1931,Charlie,15
CO,M,1932,Charlie,14
CO,M,1933,Charlie,12
CO,M,1934,Charlie,5
CO,M,1935,Charlie,8
CO,M,1936,Charlie,11
CO,M,1937,Charlie,9
CO,M,1938,Charlie,7
CO,M,1939,Charlie,12
CO,M,1940,Charlie,5
CO,M,1941,Charlie,8
CO,M,1942,Charlie,11
CO,M,1943,Charlie,12
CO,M,1944,Charlie,6
CO,M,1945,Charlie,10
CO,M,1946,Charlie,10
CO,M,1947,Charlie,7
CO,M,1948,Charlie,5
CO,M,1949,Charlie,10
CO,M,1950,Charlie,7
CO,M,1952,Charlie,8
CO,M,1953,Charlie,8
CO,M,1956,Charlie,12
CO,M,1957,Charlie,6
CO,M,1958,Charlie,12
CO,M,1959,Charlie,6
CO,M,1960,Charlie,8
CO,M,1961,Charlie,10
CO,M,1962,Charlie,11
CO,M,1963,Charlie,6
CO,M,1964,Charlie,9
CO,M,1965,Charlie,8
CO,M,1966,Charlie,7
CO,M,1968,Charlie,5
CO,M,1969,Charlie,8
CO,M,1970,Charlie,8
CO,M,1973,Charlie,7
CO,M,1974,Charlie,8
CO,M,1975,Charlie,7
CO,M,1976,Charlie,7
CO,M,1978,Charlie,6
CO,M,1979,Charlie,5
CO,M,1980,Charlie,10
CO,M,1981,Charlie,13
CO,M,1982,Charlie,5
CO,M,1983,Charlie,9
CO,M,1985,Charlie,5
CO,M,1989,Charlie,5
CO,M,1992,Charlie,5
CO,M,1994,Charlie,5
CO,M,1997,Charlie,5
CO,M,1999,Charlie,8
CO,M,2002,Charlie,12
CO,M,2003,Charlie,11
CO,M,2004,Charlie,14
CO,M,2005,Charlie,17
CO,M,2006,Charlie,21
CO,M,2007,Charlie,13
CO,M,2008,Charlie,19
CO,M,2009,Charlie,28
CO,M,2010,Charlie,39
CO,M,2011,Charlie,33
CO,M,2012,Charlie,35
CO,M,2012,Oakley,7
CO,M,2013,Charlie,36
CO,M,2014,Charlie,42
CO,M,2014,Oakley,10
CO,M,2015,Charlie,39
CO,M,2015,Oakley,15
CO,M,2016,Charlie,37
CO,M,2016,Oakley,6
CO,M,2017,Charlie,41
CO,M,2017,Oakley,15
CO,M,2018,Charlie,36
CO,M,2018,Oakley,19
CO,M,2019,Charlie,45
CO,M,2019,Oakley,11
CO,M,2020,Charlie,39
CO,M,2020,Oakley,13
CO,M,2021,Charlie,42
CO,M,2021,Oakley,12
CO,M,2022,Charlie,47
CO,M,2022,Oakley,15
CT,F,2011,Charlie,5
CT,F,2012,Charlie,7
CT,F,2013,Charlie,8
CT,F,2014,Charlie,17
CT,F,2015,Charlie,11
CT,F,2016,Charlie,16
CT,F,2017,Charlie,17
CT,F,2018,Charlie,7
CT,F,2018,Oakley,5
CT,F,2019,Charlie,19
CT,F,2020,Charlie,16
CT,F,2021,Charlie,25
CT,F,2021,Oakley,5
CT,F,2022,Charlie,19
CT,F,2022,Oakley,5
CT,M,1940,Charlie,7
CT,M,1948,Charlie,5
CT,M,1959,Charlie,9
CT,M,1961,Charlie,6
CT,M,1962,Charlie,5
CT,M,1963,Charlie,5
CT,M,1968,Charlie,8
CT,M,1970,Charlie,8
CT,M,1971,Charlie,5
CT,M,1984,Charlie,7
CT,M,1988,Charlie,7
CT,M,1989,Charlie,5
CT,M,1994,Charlie,8
CT,M,1995,Charlie,5
CT,M,2000,Charlie,5
CT,M,2002,Charlie,10
CT,M,2004,Charlie,8
CT,M,2005,Charlie,5
CT,M,2006,Charlie,11
CT,M,2007,Charlie,6
CT,M,2008,Charlie,14
CT,M,2009,Charlie,18
CT,M,2010,Charlie,17
CT,M,2011,Charlie,13
CT,M,2012,Charlie,8
CT,M,2013,Charlie,16
CT,M,2014,Charlie,13
